Date : 2025-10-14 22:39:13
Directory : e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum
Total : 154 files,  20634 codes, 1930 comments, 2786 blanks, all 25350 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
+----------------+------------+------------+------------+------------+------------+
| Dart           |        125 |     19,061 |      1,636 |      2,468 |     23,165 |
| JSON           |          6 |        499 |          0 |          5 |        504 |
| Markdown       |          2 |        257 |          0 |        143 |        400 |
| Firebase Rules |          2 |        230 |        208 |         88 |        526 |
| YAML           |          3 |        198 |         28 |         13 |        239 |
| Gradle         |          3 |        124 |          0 |         21 |        145 |
| PowerShell     |          3 |        113 |         15 |         30 |        158 |
| XML            |          6 |         78 |         26 |          9 |        113 |
| HTML           |          1 |         58 |         17 |          8 |         83 |
| Properties     |          3 |         16 |          0 |          1 |         17 |
+----------------+------------+------------+------------+------------+------------+

Directories
+--------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                                                       | files      | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                                                                          |        154 |     20,634 |      1,930 |      2,786 |     25,350 |
| . (Files)                                                                                                                                  |         12 |      1,071 |        251 |        275 |      1,597 |
| android                                                                                                                                    |         13 |        273 |         26 |         31 |        330 |
| android (Files)                                                                                                                            |          4 |         60 |          0 |          9 |         69 |
| android\app                                                                                                                                |          8 |        208 |         26 |         22 |        256 |
| android\app (Files)                                                                                                                        |          2 |        130 |          0 |         13 |        143 |
| android\app\src                                                                                                                            |          6 |         78 |         26 |          9 |        113 |
| android\app\src\main                                                                                                                       |          6 |         78 |         26 |          9 |        113 |
| android\app\src\main (Files)                                                                                                               |          1 |         35 |          6 |          5 |         46 |
| android\app\src\main\res                                                                                                                   |          5 |         43 |         20 |          4 |         67 |
| android\app\src\main\res\drawable                                                                                                          |          2 |         19 |          2 |          2 |         23 |
| android\app\src\main\res\values                                                                                                            |          2 |         15 |          9 |          1 |         25 |
| android\app\src\main\res\values-night                                                                                                      |          1 |          9 |          9 |          1 |         19 |
| android\gradle                                                                                                                             |          1 |          5 |          0 |          0 |          5 |
| android\gradle\wrapper                                                                                                                     |          1 |          5 |          0 |          0 |          5 |
| lib                                                                                                                                        |        126 |     19,197 |      1,636 |      2,471 |     23,304 |
| lib (Files)                                                                                                                                |          2 |        129 |         11 |         24 |        164 |
| lib\core                                                                                                                                   |         22 |      2,023 |        295 |        424 |      2,742 |
| lib\core\constants                                                                                                                         |          2 |         97 |         19 |         18 |        134 |
| lib\core\errors                                                                                                                            |          2 |        207 |        101 |         72 |        380 |
| lib\core\network                                                                                                                           |          2 |         69 |         13 |         18 |        100 |
| lib\core\routing                                                                                                                           |          1 |         72 |          5 |         14 |         91 |
| lib\core\services                                                                                                                          |          8 |        672 |         59 |        158 |        889 |
| lib\core\theme                                                                                                                             |          2 |        239 |         26 |         32 |        297 |
| lib\core\utils                                                                                                                             |          3 |        326 |         68 |         78 |        472 |
| lib\core\widgets                                                                                                                           |          2 |        341 |          4 |         34 |        379 |
| lib\features                                                                                                                               |         89 |     16,060 |        962 |      1,730 |     18,752 |
| lib\features\achievements                                                                                                                  |          6 |        676 |         38 |         84 |        798 |
| lib\features\achievements\data                                                                                                             |          2 |        229 |         19 |         33 |        281 |
| lib\features\achievements\data\models                                                                                                      |          1 |         58 |          5 |          7 |         70 |
| lib\features\achievements\data\services                                                                                                    |          1 |        171 |         14 |         26 |        211 |
| lib\features\achievements\domain                                                                                                           |          1 |        115 |          3 |         10 |        128 |
| lib\features\achievements\domain\entities                                                                                                  |          1 |        115 |          3 |         10 |        128 |
| lib\features\achievements\presentation                                                                                                     |          3 |        332 |         16 |         41 |        389 |
| lib\features\achievements\presentation\providers                                                                                           |          1 |         95 |          9 |         16 |        120 |
