Date : 2025-10-13 17:05:58
Directory : e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum
Total : 137 files,  20096 codes, 1806 comments, 2767 blanks, all 24669 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\network\connectivity_service.dart                                      | Dart           |         46 |         11 |         12 |         69 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\network\network_info.dart                                              | Dart           |         23 |          2 |          6 |         31 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\routing\app_router.dart                                                | Dart           |         72 |          5 |         14 |         91 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\services\advanced_statistics_service.dart                              | Dart           |        270 |         24 |         57 |        351 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\services\connectivity_service.dart                                     | Dart           |         45 |          3 |         14 |         62 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\services\export_import_service.dart                                    | Dart           |        221 |         27 |         45 |        293 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\services\initial_sync_service.dart                                     | Dart           |         97 |          9 |         30 |        136 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\services\notification_service.dart                                     | Dart           |        121 |         11 |         24 |        156 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\services\push_notification_service.dart                                | Dart           |         72 |         16 |         23 |        111 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\services\sync_queue_item.dart                                          | Dart           |         90 |          0 |         16 |        106 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\services\sync_service.dart                                             | Dart           |        256 |         20 |         49 |        325 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\theme\app_colors.dart                                                  | Dart           |         75 |         11 |         16 |        102 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\theme\app_theme.dart                                                   | Dart           |        164 |         15 |         16 |        195 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\utils\date_utils.dart                                                  | Dart           |        130 |         26 |         27 |        183 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\utils\extensions.dart                                                  | Dart           |        115 |         33 |         31 |        179 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\utils\validators.dart                                                  | Dart           |         81 |          9 |         20 |        110 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\widgets\initial_sync_dialog.dart                                       | Dart           |        129 |          2 |         12 |        143 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\core\widgets\sync_indicator.dart                                            | Dart           |        212 |          2 |         22 |        236 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\achievements\data\models\achievement_model.dart                    | Dart           |         58 |          5 |          7 |         70 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\achievements\data\services\achievement_service.dart                | Dart           |        171 |         14 |         26 |        211 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\achievements\domain\entities\achievement.dart                      | Dart           |        115 |          3 |         10 |        128 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\achievements\presentation\providers\achievement_provider.dart      | Dart           |         95 |          9 |         16 |        120 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\achievements\presentation\widgets\achievement_unlocked_dialog.dart | Dart           |        128 |          6 |         16 |        150 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\achievements\presentation\widgets\badge_widget.dart                | Dart           |        109 |          1 |          9 |        119 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\auth\data\datasources\auth_local_datasource.dart                   | Dart           |         77 |         12 |         17 |        106 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\auth\data\datasources\auth_remote_datasource.dart                  | Dart           |        185 |         35 |         41 |        261 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\auth\data\models\user_model.dart                                   | Dart           |         77 |          9 |          8 |         94 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\auth\data\repositories\auth_repository_impl.dart                   | Dart           |        117 |          3 |         11 |        131 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\auth\domain\entities\user.dart                                     | Dart           |         37 |          3 |          5 |         45 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\auth\domain\repositories\auth_repository.dart                      | Dart           |         15 |         17 |          8 |         40 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\auth\domain\usecases\auth_usecases.dart                            | Dart           |         38 |          6 |         11 |         55 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\auth\presentation\providers\auth_provider.dart                     | Dart           |         44 |         24 |         14 |         82 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\auth\presentation\screens\onboarding_screen.dart                   | Dart           |        182 |          9 |         20 |        211 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\auth\presentation\screens\sign_in_screen.dart                      | Dart           |        359 |         15 |         34 |        408 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\auth\presentation\screens\sign_up_screen.dart                      | Dart           |        456 |         20 |         36 |        512 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\auth\presentation\screens\splash_screen.dart                       | Dart           |         98 |         13 |         18 |        129 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\auth\presentation\screens\welcome_screen.dart                      | Dart           |        145 |         10 |         14 |        169 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\auth\presentation\widgets\email_input_field.dart                   | Dart           |         50 |          1 |          5 |         56 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\auth\presentation\widgets\password_input_field.dart                | Dart           |        144 |          3 |         17 |        164 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\auth\presentation\widgets\social_sign_in_button.dart               | Dart           |        161 |          6 |         11 |        178 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\goals\data\models\goal_model.dart                                  | Dart           |        123 |          5 |         10 |        138 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\goals\data\repositories\goal_repository_impl.dart                  | Dart           |        184 |          3 |         31 |        218 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\goals\domain\entities\goal.dart                                    | Dart           |         92 |          6 |          8 |        106 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\goals\domain\repositories\goal_repository.dart                     | Dart           |         14 |         11 |         11 |         36 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\goals\presentation\providers\goal_providers.dart                   | Dart           |         35 |         10 |         12 |         57 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\goals\presentation\widgets\goal_card.dart                          | Dart           |        211 |          3 |         13 |        227 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\data\datasources\habit_remote_datasource.dart               | Dart           |        239 |         30 |         45 |        314 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\data\models\habit_log_model.dart                            | Dart           |        105 |          5 |          8 |        118 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\data\models\habit_model.dart                                | Dart           |        120 |          5 |          9 |        134 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\data\models\streak_recovery_model.dart                      | Dart           |         52 |          5 |          7 |         64 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\data\repositories\habit_repository_impl.dart                | Dart           |        391 |         30 |         70 |        491 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\data\repositories\offline_first_habit_repository.dart       | Dart           |        290 |         23 |         49 |        362 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\domain\entities\habit.dart                                  | Dart           |        180 |         12 |         16 |        208 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\domain\entities\habit_log.dart                              | Dart           |        124 |          5 |          9 |        138 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\domain\entities\streak_recovery.dart                        | Dart           |         77 |         12 |         12 |        101 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\domain\repositories\habit_repository.dart                   | Dart           |         49 |         39 |         28 |        116 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\domain\usecases\habit_usecases.dart                         | Dart           |        134 |         28 |         37 |        199 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\providers\habits_provider.dart                 | Dart           |        290 |         41 |         55 |        386 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\screens\create_habit_screen.dart               | Dart           |        767 |         32 |         54 |        853 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\screens\edit_habit_screen.dart                 | Dart           |        442 |          8 |         30 |        480 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\screens\habit_detail_screen.dart               | Dart           |      1,564 |         34 |        101 |      1,699 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\screens\home_screen.dart                       | Dart           |         66 |          2 |          9 |         77 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\screens\statistics_screen.dart                 | Dart           |        364 |         25 |         56 |        445 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\screens\today_screen.dart                      | Dart           |        671 |         41 |         64 |        776 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\widgets\category_pie_chart_card.dart           | Dart           |        149 |          3 |         11 |        163 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\widgets\daily_progress_card.dart               | Dart           |        185 |         10 |         10 |        205 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\widgets\detailed_checkin_sheet.dart            | Dart           |        425 |         14 |         32 |        471 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\widgets\edit_log_sheet.dart                    | Dart           |        472 |         10 |         34 |        516 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\widgets\frequency_selector.dart                | Dart           |        279 |          3 |         16 |        298 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\widgets\habit_card.dart                        | Dart           |        422 |         24 |         26 |        472 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\widgets\heatmap_calendar_card.dart             | Dart           |        180 |          7 |         19 |        206 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\widgets\monthly_line_chart_card.dart           | Dart           |        131 |          2 |          8 |        141 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\widgets\progress_ring.dart                     | Dart           |        194 |          8 |         21 |        223 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\widgets\skip_reason_sheet.dart                 | Dart           |        241 |          9 |         24 |        274 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\widgets\statistics_overview_card.dart          | Dart           |        143 |          3 |          9 |        155 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\widgets\streak_recovery_dialog.dart            | Dart           |        248 |         15 |         12 |        275 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\widgets\top_habits_card.dart                   | Dart           |        136 |          5 |         13 |        154 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\habits\presentation\widgets\weekly_bar_chart_card.dart             | Dart           |        127 |          2 |         10 |        139 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\profile\presentation\screens\profile_screen.dart                   | Dart           |        422 |         14 |         24 |        460 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\social\data\models\friend_model.dart                               | Dart           |         69 |          5 |          8 |         82 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\social\data\models\shared_habit_model.dart                         | Dart           |         54 |          5 |          6 |         65 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\social\data\repositories\friend_repository_impl.dart               | Dart           |        184 |         12 |         38 |        234 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\social\data\repositories\shared_habit_repository_impl.dart         | Dart           |        136 |          7 |         26 |        169 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\social\data\repositories\user_search_repository.dart               | Dart           |         59 |          7 |         15 |         81 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\social\domain\entities\friend.dart                                 | Dart           |         50 |          2 |          4 |         56 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\social\domain\entities\shared_habit.dart                           | Dart           |         57 |          1 |          3 |         61 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\social\domain\repositories\friend_repository.dart                  | Dart           |         13 |         10 |         10 |         33 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\social\domain\repositories\shared_habit_repository.dart            | Dart           |         14 |          7 |          7 |         28 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\social\presentation\providers\social_providers.dart                | Dart           |         67 |         21 |         25 |        113 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\social\presentation\screens\social_screen.dart                     | Dart           |        279 |          1 |         31 |        311 |
| e:\web_project2\pazartesi_basliyorum2\pazartesi_basliyorum\lib\features\social\presentation\widgets\add_friend_dialog.dart                 | Dart           |        155 |          3 |         17 |        175 |
